Week,Manager,Record Rank,Points Rank,Breakdown Rank,Total Rank,Wins,Losses,Ties,Total Points,Theoretical Wins,Theoretical Losses,Theoretical Ties
6,Lanny,5.5,3.0,3.0,11.5,3,3,0,700.06,24,30,0
6,Vernon,1.5,1.0,2.0,4.5,1,5,0,656.16,16,38,0
6,John,1.5,2.0,1.0,4.5,1,5,0,660.92,14,40,0
7,Peter,10.0,8.0,9.0,27.0,6,1,0,904.86,42,21,0
7,Matt,6.0,10.0,10.0,26.0,4,3,0,940.48,44,19,0
7,Ted,6.0,9.0,8.0,23.0,4,3,0,930.42,36,27,0
7,Ben,6.0,7.0,7.0,20.0,4,3,0,865.80,35,28,0
7,Jason,6.0,5.0,6.0,17.0,4,3,0,832.94,34,29,0
7,Lanny,6.0,6.0,5.0,17.0,4,3,0,842.96,32,31,0
7,Joey,9.0,3.0,3.0,15.0,5,2,0,783.20,26,37,0
7,Tyler,3.0,4.0,4.0,11.0,2,5,0,789.68,30,33,0
7,Vernon,1.5,2.0,2.0,5.5,1,6,0,782.48,20,43,0
7,John,1.5,1.0,1.0,3.5,1,6,0,739.72,16,47,0
8,Peter,10.0,9.0,9.0,28.0,7,1,0,1056.64,46,26,0
8,Matt,5.0,10.0,10.0,25.0,4,4,0,1065.18,47,25,0
8,Ben,8.0,7.0,8.0,23.0,5,3,0,1026.78,43,29,0
8,Lanny,8.0,6.0,7.0,21.0,5,3,0,1004.08,41,31,0
8,Ted,5.0,8.0,6.0,19.0,4,4,0,1042.68,38,34,0
8,Joey,8.0,4.0,3.0,15.0,5,3,0,938.62,32,40,0
8,Tyler,3.0,5.0,5.0,13.0,3,5,0,945.38,37,35,0
8,Jason,5.0,2.0,4.0,11.0,4,4,0,923.64,34,38,0
8,Vernon,2.0,3.0,2.0,7.0,2,6,0,936.50,25,47,0
8,John,1.0,1.0,1.0,3.0,1,7,0,842.12,17,55,0
9,Matt,6.0,10.0,10.0,26.0,5,4,0,1191.34,52,29,0
9,Ben,8.5,8.0,9.0,25.5,6,3,0,1162.38,50,31,0
9,Peter,10.0,7.0,6.0,23.0,7,2,0,1159.90,46,35,0
9,Ted,6.0,9.0,6.0,21.0,5,4,0,1186.26,46,35,0
9,Lanny,6.0,6.0,8.0,20.0,5,4,0,1136.70,47,34,0
9,Tyler,3.5,5.0,6.0,14.5,4,5,0,1091.18,46,35,0
9,Joey,8.5,3.0,3.0,14.5,6,3,0,1050.44,33,48,0
9,Jason,3.5,2.0,4.0,9.5,4,5,0,1039.96,36,45,0
9,Vernon,2.0,4.0,2.0,8.0,2,7,0,1059.20,29,52,0
9,John,1.0,1.0,1.0,3.0,1,8,0,962.82,20,61,0
10,Peter,10.0,9.0,8.0,27.0,8,2,0,1298.14,54,36,0
10,Ted,7.0,10.0,9.0,26.0,6,4,0,1330.32,55,35,0
10,Matt,7.0,8.0,10.0,25.0,6,4,0,1296.92,56,34,0
10,Ben,7.0,7.0,6.5,20.5,6,4,0,1259.10,51,39,0
10,Lanny,5.0,6.0,5.0,16.0,5,5,0,1236.08,49,41,0
10,Joey,9.0,3.0,3.5,15.5,7,3,0,1174.36,39,51,0
10,Tyler,3.5,5.0,6.5,15.0,4,6,0,1207.32,51,39,0
10,Jason,3.5,2.0,3.5,9.0,4,6,0,1145.34,39,51,0
10,Vernon,2.0,4.0,2.0,8.0,3,7,0,1193.54,36,54,0
10,John,1.0,1.0,1.0,3.0,1,9,0,1031.90,20,70,0
11,Matt,8.5,9.0,10.0,27.5,7,4,0,1470.76,65,34,0
11,Peter,10.0,8.0,8.0,26.0,8,3,0,1434.34,59,40,0
11,Ted,6.0,10.0,9.0,25.0,6,5,0,1473.80,61,38,0
11,Lanny,6.0,7.0,7.0,20.0,6,5,0,1388.48,56,43,0
11,Ben,6.0,6.0,5.0,17.0,6,5,0,1369.98,52,47,0
11,Tyler,3.5,4.0,6.0,13.5,5,6,0,1335.00,54,45,0
11,Joey,8.5,3.0,2.0,13.5,7,4,0,1298.22,41,58,0
11,Vernon,2.0,5.0,4.0,11.0,4,7,0,1347.70,44,55,0
11,Jason,3.5,2.0,3.0,8.5,5,6,0,1279.50,43,56,0
11,John,1.0,1.0,1.0,3.0,1,10,0,1108.26,20,79,0
12,Ted,7.5,10.0,10.0,27.5,7,5,0,1627.72,69,39,0
12,Matt,9.5,9.0,9.0,27.5,8,4,0,1573.24,67,41,0
12,Peter,9.5,8.0,8.0,25.5,8,4,0,1564.10,64,44,0
12,Lanny,4.5,7.0,6.0,17.5,6,6,0,1503.90,59,49,0
12,Tyler,4.5,5.0,7.0,16.5,6,6,0,1472.02,60,48,0
12,Ben,4.5,4.0,5.0,13.5,6,6,0,1468.66,53,55,0
12,Jason,4.5,3.0,4.0,11.5,6,6,0,1443.48,52,56,0
12,Joey,7.5,2.0,2.0,11.5,7,5,0,1417.64,45,63,0
12,Vernon,2.0,6.0,3.0,11.0,5,7,0,1488.48,51,57,0
12,John,1.0,1.0,1.0,3.0,1,11,0,1194.32,20,88,0
13,Ted,8.0,10.0,10.0,28.0,8,5,0,1788.72,77,40,0
13,Matt,8.0,9.0,9.0,26.0,8,5,0,1713.16,71,46,0
13,Peter,10.0,8.0,8.0,26.0,9,4,0,1710.54,70,47,0
13,Lanny,6.0,7.0,7.0,20.0,7,6,0,1631.32,61,56,0
13,Joey,8.0,3.0,3.0,14.0,8,5,0,1580.98,54,63,0
13,Jason,4.0,4.0,5.0,13.0,6,7,0,1595.72,59,58,0
13,Ben,4.0,5.0,4.0,13.0,6,7,0,1602.24,56,61,0
13,Tyler,4.0,2.0,6.0,12.0,6,7,0,1580.84,60,57,0
13,Vernon,2.0,6.0,2.0,10.0,5,8,0,1615.80,52,65,0
13,John,1.0,1.0,1.0,3.0,2,11,0,1337.16,25,92,0
14,Peter,9.5,9.0,9.0,27.5,9,5,0,1841.32,75,51,0
14,Ted,7.0,10.0,10.0,27.0,8,6,0,1912.68,80,46,0
14,Lanny,7.0,7.0,7.0,21.0,8,6,0,1792.40,68,58,0
14,Matt,7.0,5.0,8.0,20.0,8,6,0,1772.76,71,55,0
14,Jason,4.5,6.0,6.0,16.5,7,7,0,1778.72,67,59,0
14,Vernon,2.5,8.0,4.0,14.5,6,8,0,1807.08,61,65,0
14,Joey,9.5,2.0,2.5,14.0,9,5,0,1710.16,58,68,0
14,Tyler,4.5,3.0,5.0,12.5,7,7,0,1720.12,66,60,0
14,Ben,2.5,4.0,2.5,9.0,6,8,0,1722.40,58,68,0
14,John,1.0,1.0,1.0,3.0,2,12,0,1422.02,26,100,0
