Week,Manager,Record Rank,Points Rank,Breakdown Rank,Total Rank,Wins,Losses,Ties,Total Points,Theoretical Wins,Theoretical Losses,Theoretical Ties
10,Tyler,6.5,4.0,3.5,14.0,6,4,0,1088.00,34,55,1
10,Ty,1.5,3.0,3.5,8.0,2,8,0,1052.00,34,55,1
10,Ted,1.5,2.0,2.0,5.5,2,8,0,1017.00,28,60,2
10,John,3.0,1.0,1.0,5.0,3,7,0,1007.00,22,66,2
11,Joey,9.5,10.0,10.0,29.5,8,2,1,1449.00,72,26,1
11,Lanny,9.5,9.0,9.0,27.5,8,3,0,1386.00,64,33,2
11,Vernon,7.5,7.0,6.5,21.0,7,4,0,1299.00,56,43,0
11,Matt,3.5,8.0,8.0,19.5,4,7,0,1362.00,60,38,1
11,Peter,5.5,5.0,6.5,17.0,6,5,0,1285.00,56,42,1
11,Ben,5.5,6.0,5.0,16.5,6,4,1,1297.00,50,46,3
11,Tyler,7.5,4.0,4.0,15.5,7,4,0,1202.00,38,60,1
11,Ty,1.5,3.0,3.0,7.5,2,9,0,1132.00,34,63,2
11,John,3.5,2.0,2.0,7.5,4,7,0,1123.00,29,68,2
11,Ted,1.5,1.0,1.0,3.5,2,9,0,1097.00,28,68,3
12,Lanny,10.0,9.0,9.0,28.0,9,3,0,1523.00,72,34,2
12,Joey,8.0,10.0,10.0,28.0,8,3,1,1575.00,79,28,1
12,Vernon,8.0,7.0,7.5,22.5,8,4,0,1421.00,62,46,0
12,Matt,3.5,8.0,7.5,19.0,4,8,0,1468.00,62,45,1
12,Ben,6.0,6.0,5.0,17.0,7,4,1,1412.00,54,51,3
12,Tyler,8.0,4.0,4.0,16.0,8,4,0,1350.00,47,60,1
12,Peter,5.0,5.0,6.0,16.0,6,6,0,1406.00,61,46,1
12,John,3.5,3.0,1.0,7.5,4,8,0,1225.00,30,76,2
12,Ty,1.0,2.0,3.0,6.0,2,10,0,1216.00,34,72,2
12,Ted,2.0,1.0,2.0,5.0,3,9,0,1211.00,31,74,3
13,Joey,8.5,10.0,10.0,28.5,9,3,1,1726.00,87,29,1
13,Lanny,10.0,9.0,9.0,28.0,10,3,0,1677.00,81,34,2
13,Vernon,8.5,7.0,8.0,23.5,9,4,0,1545.00,67,50,0
13,Matt,3.0,8.0,7.0,18.0,4,9,0,1573.00,65,51,1
13,Ben,6.5,6.0,5.0,17.5,8,4,1,1518.00,58,56,3
13,Peter,5.0,5.0,6.0,16.0,6,7,0,1499.00,62,54,1
13,Tyler,6.5,4.0,4.0,14.5,8,5,0,1498.00,54,62,1
13,Ty,1.0,3.0,3.0,7.0,2,11,0,1359.00,40,75,2
13,Ted,3.0,1.0,2.0,6.0,4,9,0,1308.00,33,81,3
13,John,3.0,2.0,1.0,6.0,4,9,0,1313.00,30,85,2
