Week,Manager,Record Rank,Points Rank,Breakdown Rank,Total Rank,Wins,Losses,Ties,Total Points,Theoretical Wins,Theoretical Losses,Theoretical Ties
12,Vernon,9.5,7.0,8.0,24.5,9,3,0,1427.00,63,44,1
12,Ben,9.5,8.0,7.0,24.5,9,3,0,1507.00,61,45,2
12,John,4.5,6.0,6.0,16.5,5,7,0,1424.00,57,50,1
12,Peter,4.5,4.0,4.0,12.5,5,6,1,1362.00,47,60,1
12,Ted,1.5,5.0,5.0,11.5,4,7,1,1384.00,50,57,1
12,Matt,4.5,3.0,3.0,10.5,5,7,0,1300.00,43,64,1
12,Lanny,4.5,2.0,2.0,8.5,5,7,0,1245.00,36,71,1
12,Ty,1.5,1.0,1.0,3.5,4,8,0,1224.00,34,71,3
13,Tyler,7.5,10.0,10.0,27.5,7,6,0,1699.00,77,37,3
13,Ben,10.0,9.0,8.0,27.0,10,3,0,1649.00,69,46,2
13,Joey,7.5,8.0,9.0,24.5,7,6,0,1646.00,73,42,2
13,Vernon,9.0,7.0,7.0,23.0,9,4,0,1555.00,68,48,1
13,John,3.0,6.0,6.0,15.0,5,8,0,1536.00,59,57,1
13,Peter,5.5,4.0,4.5,14.0,6,6,1,1500.00,54,62,1
13,Ted,3.0,5.0,4.5,12.5,5,7,1,1509.00,54,62,1
13,Lanny,5.5,3.0,3.0,11.5,6,7,0,1412.00,45,71,1
13,Matt,3.0,2.0,2.0,7.0,5,8,0,1411.00,44,72,1
13,Ty,1.0,1.0,1.0,3.0,4,9,0,1311.00,34,80,3
