Week,Manager,Record Rank,Points Rank,Breakdown Rank,Total Rank,Wins,Losses,Ties,Total Points,Theoretical Wins,Theoretical Losses,Theoretical Ties
9,Ben,9.0,10.0,10.0,29.0,6,3,0,1306.52,58,23,0
9,Vernon,9.0,9.0,8.0,26.0,6,3,0,1226.00,46,35,0
9,Jason,9.0,7.0,7.0,23.0,6,3,0,1190.56,44,37,0
9,Ted,4.5,8.0,9.0,21.5,4,5,0,1197.20,47,34,0
9,Lanny,7.0,6.0,6.0,19.0,5,4,0,1168.94,43,38,0
9,John,4.5,4.0,5.0,13.5,4,5,0,1144.78,37,44,0
9,Peter,4.5,3.0,4.0,11.5,4,5,0,1111.00,36,45,0
9,Joey,4.5,5.0,2.0,11.5,4,5,0,1145.24,34,47,0
9,Tyler,1.5,2.0,3.0,6.5,3,6,0,1094.42,35,46,0
9,Matt,1.5,1.0,1.0,3.5,3,6,0,1043.14,25,56,0
10,Ben,9.0,10.0,10.0,29.0,7,3,0,1415.14,64,26,0
10,Vernon,9.0,9.0,9.0,27.0,7,3,0,1372.72,55,35,0
10,Ted,6.5,8.0,8.0,22.5,5,5,0,1308.24,54,36,0
10,Jason,9.0,6.0,6.0,21.0,7,3,0,1282.14,46,44,0
10,Lanny,6.5,7.0,7.0,20.5,5,5,0,1302.04,51,39,0
10,John,3.5,5.0,5.0,13.5,4,6,0,1241.82,42,48,0
10,Tyler,3.5,2.0,4.0,9.5,4,6,0,1190.80,39,51,0
10,Peter,3.5,3.0,3.0,9.5,4,6,0,1195.00,37,53,0
10,Joey,3.5,4.0,2.0,9.5,4,6,0,1223.98,34,56,0
10,Matt,1.0,1.0,1.0,3.0,3,7,0,1136.74,28,62,0
11,Ben,9.0,10.0,10.0,29.0,8,3,0,1539.76,69,30,0
11,Vernon,9.0,9.0,9.0,27.0,8,3,0,1518.22,63,36,0
11,Lanny,7.0,8.0,8.0,23.0,6,5,0,1453.06,60,39,0
11,Jason,9.0,6.0,6.0,21.0,8,3,0,1404.78,49,50,0
11,Ted,5.5,7.0,7.0,19.5,5,6,0,1432.44,58,41,0
11,Joey,5.5,4.0,2.0,11.5,5,6,0,1345.28,36,63,0
11,Tyler,3.0,3.0,5.0,11.0,4,7,0,1330.24,46,53,0
11,John,3.0,5.0,3.0,11.0,4,7,0,1346.82,42,57,0
11,Peter,3.0,2.0,4.0,9.0,4,7,0,1319.84,43,56,0
11,Matt,1.0,1.0,1.0,3.0,3,8,0,1250.22,29,70,0
12,Ben,9.0,10.0,10.0,29.0,9,3,0,1663.64,72,36,0
12,Vernon,9.0,9.0,9.0,27.0,9,3,0,1657.58,71,37,0
12,Lanny,6.5,8.0,7.0,21.5,6,6,0,1575.82,62,46,0
12,Jason,9.0,6.0,6.0,21.0,9,3,0,1559.04,58,50,0
12,Ted,4.5,7.0,8.0,19.5,5,7,0,1566.84,64,44,0
12,Peter,4.5,3.0,5.0,12.5,5,7,0,1456.28,50,58,0
12,Joey,6.5,4.0,2.0,12.5,6,6,0,1473.16,40,68,0
12,John,2.5,5.0,3.5,11.0,4,8,0,1478.26,47,61,0
12,Tyler,2.5,2.0,3.5,8.0,4,8,0,1444.58,47,61,0
12,Matt,1.0,1.0,1.0,3.0,3,9,0,1335.78,29,79,0
13,Ben,9.0,10.0,10.0,29.0,10,3,0,1826.88,81,36,0
13,Vernon,9.0,9.0,9.0,27.0,10,3,0,1791.46,77,40,0
13,Jason,9.0,6.0,6.0,21.0,10,3,0,1674.66,62,55,0
13,Ted,5.5,7.0,8.0,20.5,6,7,0,1707.42,71,46,0
13,Lanny,5.5,8.0,7.0,20.5,6,7,0,1738.16,70,47,0
13,Joey,7.0,4.0,2.0,13.0,7,6,0,1572.06,41,76,0
13,John,2.5,5.0,5.0,12.5,4,9,0,1596.98,52,65,0
13,Peter,4.0,2.0,3.5,9.5,5,8,0,1541.70,50,67,0
13,Tyler,2.5,3.0,3.5,9.0,4,9,0,1559.22,50,67,0
13,Matt,1.0,1.0,1.0,3.0,3,10,0,1447.54,31,86,0
